caption,comments_count,like_count,is_shared_to_feed,media_product_type,media_type,media_url,is_comment_enabled,permalink,timestamp,id
"*Family Combo - Available Sizes*

 *All Garments are made of  Export surplus Cotton fabric* 

*Mens Shirt* : Slim Fit

*Womens Kurti* : Straight cut Pattern with beautiful contrast embroidery design with side slit open with side single Pocket

*Kids Frock* : Knee Length frock with Ruffled sleeves and strings on both side with back buttons

Mens Price : *₹690*

Womens Price : *₹790*

Kids Shirt : *1 to 10yrs only*
Kids Shirt Price : *₹590*

Kids Frock Price :
1-2 to 6-7yrs : *₹650*
7-8 to 13-14yrs : *₹690*

Shipping charges :

Tamilnadu: *₹60*
Other states : *₹80(upto 3 pcs)*
Other states : *₹100(for 4 pcs)*",0,4,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/313351510_5859780870723320_6196377639456360563_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=D6-OGwPJnR4AX9rM1kJ&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfBXANqOQIew3iuC7OdYPvvrsK7KLiGpD3n969NjnDKywg&oe=646A7B95,True,https://www.instagram.com/p/CkabmyMPj-L/,2022-11-01 09:17:08+00:00,17847738629868493
"Kashvi Drishya Women  Dupatta Sets

Sleeve Length: Three-Quarter Sleeves

Pattern: Printed

Set Type: Kurta with Dupatta and Bottomwear

Stitch Type: Stitched

Sizes: 
M, L, XXL

Price: Rs.750 only

Cash on delivery✔️
Free shipping✔️",0,6,True,REELS,VIDEO,,True,https://www.instagram.com/reel/CkZmPyrI0w2/,2022-11-01 01:31:19+00:00,17961496334072216
"New Arrival 

Kanchi Orgenza Jacquard Saree Multi Squence Full Worked Saree With Raw Silk Sequence Blouse !

Price 1199/-😍 free shipping

Ready Stock Available",0,8,True,REELS,VIDEO,,True,https://www.instagram.com/reel/CkYt4TSIu3n/,2022-10-31 17:18:48+00:00,18048603550370496
"Trendy Ensemble Sarees

Saree Fabric: Satin Silk

Blouse Fabric: Satin Silk

Sizes: 
Free Size (Saree Length Size: 5.5 m, Blouse Length Size: 0.8 m) 

Price: Rs.999 only

Cash on delivery ✔️
Free shipping ✔️",0,4,,FEED,IMAGE,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/313492232_1112066176152046_5611243280126960053_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=B9F7GIUHTFwAX9u_TEX&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfDUwV3sgXsayyO1WwXw0MWE4UtenWLyvXlchQkR_A-NFw&oe=646BECDD,True,https://www.instagram.com/p/CkYZydpv2z4/,2022-10-31 14:22:46+00:00,17862771404813068
"Heart pillow with photo 
Price - 450
Free shipping

#rsgiftings",0,2,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/313479600_605627767984026_7554194603172249346_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DKLNqlt6bqUAX8sDwgc&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfD6CTXD5FNCvd1tLA5h61Cbhe3ZY_LR9pGfNSbKleaAdg&oe=646A20F5,True,https://www.instagram.com/p/CkX60V6j9kp/,2022-10-31 09:52:09+00:00,17970305017787657
Pick any 1 combo @ just Rs.1590 free shipping,0,1,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/313281564_425718969749819_4681470940627116618_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zdImeSL5rBUAX9FCj9H&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfCOjbqfULKulP8iqdcpfKHonEn-8NAVR89_A7BohrJrUQ&oe=646AA18A,True,https://www.instagram.com/p/CkXrTENvTK3/,2022-10-31 07:36:32+00:00,17938527524445175
"*launching black Beauty Dress*

💃💃💃💃💃💃💃
If you are looking for an outfit to be worn during a festival or to a wedding or even a birthday party with your loved ones, then our😎 *Fleur Georgetta Tier Dress* is definitely the one. The come with gorgeous *Pichwai Print Dupatta* in Contrast color, the classy  flares, and the super-Georgetta material will surely make you the happiest person in the room!

🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️
Size :- S(36)
 M(38)
 L (40)
 Xl (42)
 Xxl (44)

*Price :- 899+79 shipping*

Ready to ship 🚢

Follow 👉🏻 @_rs_fashionss_ 

🌹DM for orders🌹",0,3,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/354BD38FCC3A85D51159C768FB7BDDB3_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=102&vs=526086999331906_3573948524&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8zNTRCRDM4RkNDM0E4NUQ1MTE1OUM3NjhGQjdCRERCM192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0phTHJ4THBIWm1xMlVvQ0FEUUNDQ1dScmFZamJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAm%2BLqgkvCc5D8VAigCQzMsF0AqqHKwIMScGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfDtxLDnUI44qnvQaJ7hnbl-ry3M2NLVva0poP4I4_oZ3A&oe=6467867A&_nc_sid=c07a80&_nc_rid=2031878da1,True,https://www.instagram.com/reel/CkXcn8eoyNH/,2022-10-31 05:28:57+00:00,17924699048499234
"We presenting most trending *Soft  jute kalmkari theme sarees*… with beautiful pallu 

Paired with *Long kanchi design border*

Highlighted *Contrast Blouse with borders* 

Beautiful latkan I pallu

Price 999/- free shipping

*🌟Multiples Available*🌟",0,3,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/313126087_125305436987267_5663526196977636917_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Q8TRotxYGMsAX8Ob1-t&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfABAsxmS6RIX-ajpsOCt-zJ5bBf9INesNFzhohMbeCyGA&oe=646BD7EB,True,https://www.instagram.com/p/CkV__gyvB42/,2022-10-30 15:58:53+00:00,18019255582412067
"PALLAVI 3 = CHIKU-BLUE

Saree Fabric: Cotton Silk

Blouse Fabric: Cotton Silk

THERE MEIGHT BE SLIGHT COLOR TONE VARIATION DUE TO DIFFERENT MOBILE DISPLAY RESOLUTION AND PHOTOGRAPHIC LIGHTING

Sizes: 
Free Size (Saree Length Size: 5.5 m, Blouse Length Size: 0.8 m) 

Price: Rs.699 only

Cash on delivery ✔️
Free shipping ✔️",0,2,,FEED,IMAGE,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/312456572_147067064707228_5794505785328395102_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=35p2RV3vq-gAX9ws5B-&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfDQ2uCHqpiav4E2e8gPboZWWK5QnVxmES_7V7QdDs40yQ&oe=646A3AA4,True,https://www.instagram.com/p/CkV7Vm1vdDO/,2022-10-30 15:18:13+00:00,17856868469800373
"Georgette Gowns 

Fabric: Georgette

Sleeve Length: Long Sleeves

Sizes:
S (Bust Size: 36 in, Length Size: 51 in, Waist Size: 34 in) 
M (Bust Size: 38 in, Length Size: 52 in, Waist Size: 36 in) 
L (Bust Size: 40 in, Length Size: 53 in, Waist Size: 38 in) 
XL (Bust Size: 42 in, Length Size: 54 in, Waist Size: 40 in) 
XXL (Bust Size: 44 in, Length Size: 55 in, Waist Size: 42 in) 

Price: Rs.599 only

Cash on delivery ✔️
Free shipping ✔️",0,6,True,REELS,VIDEO,,True,https://www.instagram.com/reel/CkVZfy0qop-/,2022-10-30 10:22:55+00:00,18191085754214477
"Stylish Designer Women Gowns

Fabric: Satin

Sleeve Length: Three-Quarter Sleeves

Sizes:
M (Bust Size: 38 in, Length Size: 56 in, Hip Size: 17 in) 
L (Bust Size: 40 in, Length Size: 56 in) 
XL (Bust Size: 42 in, Length Size: 56 in) 
XXL (Bust Size: 44 in, Length Size: 56 in) 

Price: Rs.599 only

Cash on delivery ✔️
Free shipping ✔️",0,12,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/804FBDBC6095CA90803885C8399C59A3_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=111&vs=1155393718425363_3223868409&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC84MDRGQkRCQzYwOTVDQTkwODAzODg1QzgzOTlDNTlBM192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0VmdnJSSkExaU9OWFpzQUFLV3MzNTZhdHNFemJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAm0OHfjsyhvD8VAigCQzMsF0AuU3S8an76GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfBdnS_b03gaAKOgCGsZ3uNaDAjlxDxgU3KWygTwKE2tbA&oe=6467C25F&_nc_sid=c07a80&_nc_rid=9641c370b1,True,https://www.instagram.com/reel/CkS1Sqbo35o/,2022-10-29 10:28:39+00:00,18159854578270631
"Customised Bluetooth speaker
Price - 550
Free shipping
3-4 photos needed

#rsgiftings",0,5,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/4D4E5B82D39271CA67EF39A92672B29B_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=102&vs=661139078734486_21576630&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC80RDRFNUI4MkQzOTI3MUNBNjdFRjM5QTkyNjcyQjI5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0hDVXJCSjkydFR6SWt3Q0FCSFk1WVFseElvdmJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAmgvjakerD4UAVAigCQzMsF0AaAgxJul41GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfBn1H5iNsm994XY1DMNmUhAX3O-oFwyu_1iA5DguC-ZJg&oe=6467595F&_nc_sid=c07a80&_nc_rid=020556ac3d,True,https://www.instagram.com/reel/CkQsjRtonjW/,2022-10-28 14:33:00+00:00,17968906855800440
"Beautiful Womens Voguish Sarees 

Saree Fabric: Chiffon

Blouse Fabric: Jute Cotton

Trendy Petite Voguish Chiffon Foil Print Sarees With Heavy Jacquard blouse Pieces

Sizes: 
Free Size (Saree Length Size: 5.5 m, Blouse Length Size: 0.8 m) 

Price: Rs.550 only

Cash on delivery ✔️
Free shipping ✔️",0,11,,FEED,IMAGE,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/312938618_512691430718645_8407156146200603826_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-5SGm3_CZccAX9HJz0z&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfAU5ul1kagLYT3YX6mldFX71YFL1w8v3HL7dSqQ4fINaw&oe=646B9CE7,True,https://www.instagram.com/p/CkOFeuMPoas/,2022-10-27 14:12:55+00:00,17958416599976051
"Trending women's top with overcoat ❤

@ just Rs.699 only ❤

Cash on delivery ✔️
Free shipping ✔️",0,6,,FEED,IMAGE,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/312838336_161943223184041_4466857060783743814_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=tyQuOBHheHQAX-IbDa0&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfB1E4VzvJorhVmsD-MxWM2twzTS3ouVvPrHBYvkZz9Fvw&oe=646A5B65,True,https://www.instagram.com/p/CkNHmWeDE6a/,2022-10-27 05:12:11+00:00,17860295390790870
"Tissue Silk Saree

Saree Fabric: Tissue

Blouse Fabric: Tissue

Sizes: 
Free Size (Saree Length Size: 5.5 m, Blouse Length Size: 0.9 m) 

Price: Rs.950 only

Cash on delivery ✔️
Free shipping ✔️",0,3,,FEED,IMAGE,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/312620830_926051815036957_5963002800662530095_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=10B10SST1k4AX9vOWiF&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfDsFLC2HcJp_-kLs8C5Nx4U9L8h0hygrwKX_cTMocp7OQ&oe=646B76E3,True,https://www.instagram.com/p/CkLzPbzv9jn/,2022-10-26 16:55:03+00:00,17990037589605517
"RS.1099 FREE SHIP

Very very good quality

Same as shown in the real pic and video",0,1,True,REELS,VIDEO,,True,https://www.instagram.com/reel/CkLv1T5K7N3/,2022-10-26 16:25:53+00:00,18078797461313660
"Bridal Jewellery ❤

Rs.1750 free shipping",0,7,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/312576597_195136719651515_7838929972036096319_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=y8k0fpqjvaAAX-ekvRi&_nc_oc=AQnmF8QmnIfykbAurCFjpht3bEu85uhLSuRFVBN89osWFrUfr6DhOZ0wJ8DA7mjGr20&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfB1Loqkc7PdD-uIHoaqnMU9VbWyXO63AK7YlD_W-BBZag&oe=646BD3B4,True,https://www.instagram.com/p/CkK8_qSDMjP/,2022-10-26 09:01:03+00:00,17933559746362076
"Urbane Fabulous Women Gowns

Fabric: Crepe
Sleeve Length: Three-Quarter Sleeves

Sizes:
S (Bust Size: 36 in, Length Size: 34 in, Waist Size: 52 in, Hip Size: 38 in) 
M (Bust Size: 38 in, Length Size: 36 in, Waist Size: 52 in, Hip Size: 40 in) 
L (Bust Size: 40 in, Length Size: 38 in, Waist Size: 52 in, Hip Size: 42 in) 
XL (Bust Size: 42 in, Length Size: 40 in, Waist Size: 52 in, Hip Size: 44 in) 
XXL (Bust Size: 44 in, Length Size: 42 in, Waist Size: 52 in, Hip Size: 46 in) 

Price: Rs.499 only

Cash on delivery ✔️
Free shipping ✔️",0,5,,FEED,IMAGE,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/312771961_186732323886481_8865031468769807613_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=0i0Jq0EQ_OQAX_BnvTF&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfCQ0dQUH2M1FOJ-nj090kZVx_nkFC6nVrQbXq5lJIcTaQ&oe=646B49FD,True,https://www.instagram.com/p/CkKdWPQDjRl/,2022-10-26 04:24:30+00:00,17956143455159522
"Hit Design🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉

College Wear Collection 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉

Material:- Soft Cotton Beautiful Print Saree with Contrast Weaving Jaqurad *Border* and  Contrast *Blouse*🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉

*We assure it's of best 👌 quality.*
*💯% Guarantee..*

Price :- *890*+$

*New Arrivals* 🎉🎉🎉🎉🎉🎉🎉🎉🎉

*Ready to dispatch..!!*",0,3,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/6541AA4E31A6E2FA205A678E9F03CF8A_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=108&vs=808890533688391_912189946&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC82NTQxQUE0RTMxQTZFMkZBMjA1QTY3OEU5RjAzQ0Y4QV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR05LU294Sk4xME8yNzBrQ0FKVVdWRUtPYks1N2JxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAm9NeY6seqjkAVAigCQzMsF0A2ehysCDEnGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfBNViy9tOwPPp4C9mKbNxANjZPEUCbagtg081_u4AnGqw&oe=6467A4BA&_nc_sid=c07a80&_nc_rid=e170d2c856,True,https://www.instagram.com/reel/CkI8nviquUt/,2022-10-25 14:19:54+00:00,18082034326308140
"💰 *Price: 999/-+Ship*

*New party wear gown with Digital print and hevy embroidery work dupatta*

*New 4 color available*
👗 *Gown Fabric :* Fox Georgette with Mirror Work
*Inner:-* Creap
*Dupatta Fabric:* Georgette with digital print and embroidery work

*Length:-* 52+ inch
*Flair:-* 4 mtr

👉🏻 *Size : M-(38), 
  L-(40), 
  XL-(42), 
  XXL-(44)*

*King of quality product*",0,5,,FEED,CAROUSEL_ALBUM,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/312648118_1222582741639838_113148703608490164_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=k4MrZhZzOPAAX82YMgF&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfAOUvbPK057xNiISU8P4Bah7tb8KdE8_7shxdETnJuqAQ&oe=646A7295,True,https://www.instagram.com/p/CkI76MqvDM8/,2022-10-25 14:13:05+00:00,17967856852823931
Price : 1650 free shipping,2,4,,FEED,IMAGE,https://scontent-maa2-2.cdninstagram.com/v/t51.29350-15/312577428_1178706672725848_6273185009336089304_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Yl8Hm9CxPVgAX9sVmKn&_nc_ht=scontent-maa2-2.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfDlm6VMT9ynQhO5FK6n2JFWDXEbU6KA5iFBWCpmxWLx2w&oe=646B2203,True,https://www.instagram.com/p/CkIvUrbv6mD/,2022-10-25 12:23:06+00:00,17856177032835449
"🔥🔥sale...sale...sale....🔥🔥

🔥🔥Beautiful high quality.. czss..gold finished  czss. Bridal set . ..at just Rs 4399...free shipping...
..🔥🔥

🔥Least prices ever🔥
 
🥳Book Before Stock Out🥳

🔥Don't Miss  Sale Prices🔥",0,2,True,REELS,VIDEO,,True,https://www.instagram.com/reel/CkIu9KOoBZe/,2022-10-25 12:20:52+00:00,17997964210491082
"TISYU

Top Fabric: Organza + Top Length: 2 Meters
Bottom Fabric: Shantoon + Bottom Length: 2 Meters
Dupatta Fabric: Organza + Dupatta Length: 2 Meters
Lining Fabric: Shantoon

Unstiched material 

Price: Rs.675 only

Cash on delivery ✔️
Free shipping ✔️",0,2,,FEED,IMAGE,https://scontent-maa2-1.cdninstagram.com/v/t51.29350-15/312466688_624323956093599_7770758437145125083_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pvHQRszDXGYAX9Kow-G&_nc_ht=scontent-maa2-1.cdninstagram.com&edm=AEQ6tj4EAAAA&oh=00_AfDqlumJ3N0-bMJjIWnOR-M7nMO-yL9GTodveyIl63Rdcg&oe=646AFFC8,True,https://www.instagram.com/p/CkIoJy_P2Hy/,2022-10-25 11:20:27+00:00,18188771164209621
"Couples Outfit ❤

Rs.950 only ❤

Cash on delivery ❤

Free shipping ❤

Direct dealing with manufacturers ❤

@_rs_fashionss_ ❤",0,7,True,REELS,VIDEO,https://scontent-maa2-2.cdninstagram.com/o1/v/t16/f1/m82/4741627ABBC051F56411A57E005787B1_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcyJ9&_nc_ht=scontent-maa2-2.cdninstagram.com&_nc_cat=106&vs=479190607513851_310194959&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC80NzQxNjI3QUJCQzA1MUY1NjQxMUE1N0UwMDU3ODdCMV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR0hLanB4SkdkUVpNbDZJQkFBeDhEQVNEZDZWVGJxX0VBQUFGFQICyAEAKAAYABsBiAd1c2Vfb2lsATEVAAAm9Lunxv%2B%2B5j8VAigCQzMsF0AuGBBiTdLyGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHUAAA%3D%3D&ccb=9-4&oh=00_AfCHktXXYnh_mNROviNHARyFbdbMGy099NY8n_yqigxt0Q&oe=6467DA0B&_nc_sid=c07a80&_nc_rid=8147dccbe4,True,https://www.instagram.com/reel/CkIPlbTqm32/,2022-10-25 07:46:44+00:00,18324779863003859
